Museum Name,Museum Type,Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Latitude,Longitude,Income,Revenue
FRANK H. MCCLUNG MUSEUM,GENERAL MUSEUM,1327 CIRCLE PARK DRIVE,KNOXVILLE,TN,37996,35.95324,-83.93499,,
FRANKLIN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.19067,-86.13233,0,0
FRIST CENTER FOR THE VISUAL ARTS,GENERAL MUSEUM,919 BROADWAY,NASHVILLE,TN,37203,36.15818,-86.78352,12728552,11999567
GARRETT'S MUSCLE CAR MUSEUM,GENERAL MUSEUM,,,,,35.87362,-83.56936,,
GEORGE AYERS CRESS GALLERY OF ART,ART MUSEUM,,,,,35.04712,-85.29825,,
GEORGE JONES MUSEUM,GENERAL MUSEUM,128 2ND AVE NORTH,NASHVILLE,TN,37201,36.16288,-86.77571,,
GERALD D. COORTS MEMORIAL ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,36.17429,-85.50312,,
GERMANTOWN MUSEUM,GENERAL MUSEUM,,,,,35.08157,-89.79721,3534,3534
GIBSON GUITAR FACTORY,GENERAL MUSEUM,,,,,35.14889,-90.05008,,
GILES COUNTY ANTIQUE POWER,HISTORIC PRESERVATION,1933 CHRISTIAN RD,PULASKI,TN,38478,35.15901,-87.07114,0,0
GILES COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.20919,-87.02235,0,0
GLENMORE MANSION,HISTORIC PRESERVATION,,,,,36.12776,-83.4841,,
GOVERNOR JOHN SEVIER MEMORIAL ASSOCIATION,GENERAL MUSEUM,1220 W GOVERNOR JOHN SEVIER HIGHWAY,KNOXVILLE,TN,37920,35.89879,-83.87592,88024,86333
GOVERNOR WILLIAM BLOUNT MANSION,HISTORIC PRESERVATION,,,,,35.96101,-83.91842,746585,742855
GRAINGER COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.24638,-83.50756,0,0
GRANVILLE MUSEUM,HISTORY MUSEUM,169 CLOVER STREET,GRANVILLE,TN,38564,36.27168,-85.79683,210282,125608
GREAT SMOKEY MOUNTAIN HERITAGE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,35.67836,-83.7326,747135,662326
GREAT SMOKY MOUNTAIN HERITAGE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,35.67836,-83.7326,747135,662326
GREAT SMOKY MOUNTAINS INSTITUTE AT TREMONT,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",9275 TREMONT ROAD,TOWNSEND,TN,37882,35.65299,-83.69729,,
GREAT SMOKY MOUNTAINS NATIONAL PARK,HISTORIC PRESERVATION,,,,,35.68848,-83.53722,,
GREATER CHATTANOOGA SPORTS HALL OF FAME,GENERAL MUSEUM,,,,,35.11689,-85.28419,0,0
GREEN MCADOO CULTURAL CENTER,GENERAL MUSEUM,,,,,36.10205,-84.13977,,
GREENBACK HERITAGE MUSEUM,GENERAL MUSEUM,,,,,35.66502,-84.1647,,
GREENBACK HISTORICAL SOCIETY & HERITAGE MUSEUM,HISTORIC PRESERVATION,,,,,35.64852,-84.13226,0,0
GREENBRIER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.42624,-86.80029,0,0
GREENE COUNTY HERITAGE TRUST,HISTORIC PRESERVATION,,,,,36.16334,-82.81242,0,0
GREER GOLDEN DENMARK WEST CULTURAL AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.58913,-88.89186,0,0
GRUNDY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,465 RAILROAD AVENUE,TRACY CITY,TN,37387,35.26886,-85.73664,59507,45937
GRUNDY COUNTY SWISS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.37763,-85.63213,0,0
GUINNESS WORLD RECORDS MUSEUM,GENERAL MUSEUM,,,,,35.71223,-83.5157,,
GULF MOBILE & OHIO HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.09552,-89.80634,0,0
HAMBLEN MUSEUM OF GLASS & ANTIQUES,GENERAL MUSEUM,,,,,36.20383,-86.28205,,
HAMPSHIRE MUSEUM,HISTORIC PRESERVATION,,,,,35.58299,-87.29033,0,0
HANDS ON! REGIONAL MUSEUM,CHILDREN'S MUSEUM,,,,,36.31629,-82.36162,889887,821252
HANDS-ON SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,35.3612,-86.19353,164254,157576
HARMONY SCHOOL,GENERAL MUSEUM,,,,,35.43889,-85.71114,0,0
HARNED-TRAHERN GALLERIES,ART MUSEUM,,,,,36.53164,-87.3519,,
HART GALLERY TENNESSEE,ART MUSEUM,,,,,35.03548,-85.30583,149696,123122
HAWKINS COUNTY GENEALOGICAL & HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 429,ROGERSVILLE,TN,37857,36.41101,-82.98174,3013,3013
HAZEN HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,35.97103,-83.90398,,
HERITAGE ALLIANCE,HISTORIC PRESERVATION,,,,,36.29615,-82.47251,121071,115832
HERITAGE ALLIANCE CENTER,HISTORIC PRESERVATION,113 E MAIN ST,MCMINNVILLE,TN,37111,35.68123,-85.77185,0,0
HERITAGE ALLIANCE CENTER AND SOUTH SCHOOL OF PHOTOGRAPHY MUSEUM,GENERAL MUSEUM,,,,,35.68123,-85.77185,,
HERMITAGE,GENERAL MUSEUM,,,,,32.8439,-83.63569,14935,14935
HICKMAN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,101 CLAY & JEFFERSON STREETS,CLINTON,TN,37033,35.776,-87.4831,8024,8024
HIGHLAND RIM HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.57418,-86.50558,0,0
HILLWOOD AT DAVIES MANOR,HISTORIC PRESERVATION,,,,,35.22193,-89.75273,,
HIRAM LODGE PRESERVATION,HISTORIC PRESERVATION,,,,,35.92314,-86.8698,75833,75833
HISTORIC ARCHIVES OF ROSEMARK & ENVIRONS,HISTORIC PRESERVATION,,,,,35.37857,-89.78718,0,0
HISTORIC CARNTON PLANTATION ASSOCIATION,HISTORIC PRESERVATION,1345 EASTERN FLANK CIR,FRANKLIN,TN,37064,35.8503,-86.85817,277210,127921
HISTORIC COLLINSVILLE,HISTORY MUSEUM,,,,,36.37463,-87.28169,13080,12915
HISTORIC CRAGFONT,HISTORIC PRESERVATION,,,,,36.40033,-86.33974,87105,65798
HISTORIC GERMANTOWN NASHVILLE,HISTORIC PRESERVATION,,,,,36.19289,-86.80024,,
HISTORIC MANSKER'S STATION-BOWEN CAMPBELL HOUSE ASSOCIATION,HISTORIC PRESERVATION,,,,,36.32583,-86.69095,,
HISTORIC MANSKERS STATION,GENERAL MUSEUM,,,,,36.32583,-86.69095,,
HISTORIC NASHVILLE,HISTORIC PRESERVATION,,,,,36.16371,-86.77998,0,0
HISTORIC PRESERVATION SOCIETY OF TULLAHOMA,HISTORIC PRESERVATION,,,,,35.34915,-86.23084,0,0
HISTORIC ROCK CASTLE,HISTORIC PRESERVATION,139 ROCK CASTLE LANE,HENDERSONVILLE,TN,37075,36.2811,-86.59604,,
HISTORIC RUGBY,HISTORIC PRESERVATION,5517 RUGBY HWY,RUGBY,TN,37733,36.36132,-84.70229,553323,542236
HISTORICAL MINIATURES GAMING SOCIETY MID SOUTH,HISTORIC PRESERVATION,,,,,36.55683,-86.66304,0,0
HISTORICAL SOCIETY OF THE US DISTRICT COURT FOR THE EASTERN DISTRICT,HISTORIC PRESERVATION,,,,,35.96225,-83.91771,0,0
HOLLYWOOD STAR CARS MUSEUM,GENERAL MUSEUM,,,,,35.70973,-83.5199,,
HONOR FLIGHT OF NORTHEAST TENNESSEE REGION,HISTORIC PRESERVATION,,,,,36.13466,-82.40762,0,0
HOUSTON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.30434,-87.67823,0,0
HOUSTON MUSEUM OF DECORATIVE ARTS,ART MUSEUM,,,,,35.0547,-85.30579,102233,68155
HUMBOLDT HISTORICAL SOCIETY,HISTORIC PRESERVATION,2408 E MAIN ST,HUMBOLDT,TN,38343,35.81927,-88.9054,350,350
HUMPHREYS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.08179,-87.77104,0,0
HUMPHREYS COUNTY MUSEUM,HISTORY MUSEUM,,,,,36.07988,-87.79278,0,0
HUNTER MUSEUM OF ART,ART MUSEUM,10 BLUFF VIEW AVENUE,CHATTANOOGA,TN,37403,35.05554,-85.30575,3241774,2428727
HUNTINGDON HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,36.00098,-88.42726,,
IJAMS NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",2915 ISLAND HOME AVENUE,KNOXVILLE,TN,37920,35.95593,-83.87289,,
INTER-MUSEUM COUNCIL OF NASHVILLE,GENERAL MUSEUM,,,,,36.15824,-86.78337,0,0
INTERNATIONAL GOSPEL MUSIC HALL OF FAME RESEARCH LIBRARY & MUSEUM,GENERAL MUSEUM,,,,,36.151,-86.78453,,
INTERNATIONAL ROCK-A-BILLY HALL OF FAME,GENERAL MUSEUM,105 NORTH CHURCH STREET,JACKSON,TN,38301,35.61432,-88.8173,27323,27323
INTERNATIONAL TOWING AND RECOVERY HALL OF FAME AND MUSEUM,GENERAL MUSEUM,,,,,35.01693,-85.32328,732948,490482
ITALIA NASHVILLE GUILD,HISTORIC PRESERVATION,,,,,36.11944,-86.79778,0,0
JACKSON PARKS AND RECREATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.22654,-84.44421,0,0
JAMES D VAUGHAN REAL ESTATE TRUST,GENERAL MUSEUM,,,,,35.32431,-87.46998,0,0
JAMES K POLK MEMORIAL ASSOCIATION,HISTORIC PRESERVATION,301 W 7TH ST,COLUMBIA,TN,38402,35.61521,-87.03824,293975,248384
JAMES K. POLK ANCESTRAL HOME,HISTORIC PRESERVATION,301 W 7TH ST,COLUMBIA,TN,38402,35.61521,-87.03824,,
JAMES WHITE FORT,HISTORIC PRESERVATION,,,,,35.96188,-83.91334,,
JAMES WHITES FORT ASSOCIATION,HISTORIC PRESERVATION,,,,,35.96188,-83.91334,83297,70445
JASPER REGIONAL HISTORY MUSEUM,HISTORY MUSEUM,,,,,35.07231,-85.63753,,
JOHN C. HUTCHESON GALLERY,ART MUSEUM,,,,,36.10612,-86.79519,177105210,157030508
JOHNNY CASH MUSEUM,GENERAL MUSEUM,119 THIRD AVENUE SOUTH,NASHVILLE,TN,37201,36.16101,-86.77573,,
JOHNSON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.46252,-81.81552,0,0
JOHNSONVILLE STATE HISTORIC ARE,HISTORIC PRESERVATION,,,,,36.04866,-87.9246,0,0
JONESBOROUGH HISTORY MUSEUM,HISTORY MUSEUM,,,,,36.29656,-82.4711,,
KETNERS MILLS FOUNDATION,HISTORIC PRESERVATION,,,,,35.04293,-85.30444,99105,54779
KIWANIS COOKEVILLE CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,36 WEST 2ND STREET,COOKEVILLE,TN,38501,36.16601,-85.50679,,
KNOX HERITAGE,HISTORIC PRESERVATION,3425 KINGSTON PIKE,KNOXVILLE,TN,37901,35.94813,-83.96026,2894716,2857648
KNOXVILLE BOTANICAL GARDENS AND ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,35.98172,-83.88583,511983,464416
KNOXVILLE CIVIL WAR ROUNDTABLE,HISTORIC PRESERVATION,,,,,35.94309,-84.01117,0,0
KNOXVILLE MUSEUM OF ART,ART MUSEUM,,,,,35.96169,-83.92516,7192899,6902750
KNOXVILLE MUSEUM OF ART FOUNDATION,ART MUSEUM,,,,,35.96169,-83.92516,676366,510853
KNOXVILLE ZOOLOGICAL GARDENS,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",3500 KNOXVILLE ZOO DRIVE,KNOXVILLE,TN,37914,36.00225,-83.88296,11884663,11680679
LADIES HERMITAGE ASSOCIATION,HISTORIC PRESERVATION,,,,,36.21296,-86.61297,5653188,4879502
LAKESHORE PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",4823 OLD KINGSTON PIKE SUITE 300,KNOXVILLE,TN,37919,35.93884,-83.98422,,
LAKEWAY CIVIL WAR PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,,,,,36.21321,-83.29403,15271,15271
LANE MOTOR MUSEUM,GENERAL MUSEUM,,,,,36.13955,-86.73421,1625296,
LAWRENCE COUNTY GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.16203,-87.34751,0,0
LENOIR CITY MUSEUM AND COTTON,GENERAL MUSEUM,,,,,35.79061,-84.26517,,
LEVITT PAVILLION- MEMPHIS,HISTORIC PRESERVATION,1928 POPLAR AVE,MEMPHIS,TN,38101,35.14238,-89.99601,662024,647957
LEWIS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,108 EAST MAIN STREET,HOHENWALD,TN,38462,35.54766,-87.55037,84615,61174
LEWIS COUNTY MUSEUM,GENERAL MUSEUM,,,,,35.53841,-87.5521,84615,61174
LICHTERMAN NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",5992 QUINCE RD,MEMPHIS,TN,38119,35.08793,-89.8633,,
LINCOLN COLLECTION MUSEUM,GENERAL MUSEUM,,,,,35.5999,-89.2618,,
LINCOLN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,65 WEST POINT DRIVE,FAYETTEVILLE,TN,37334,35.08454,-86.59744,0,0
LINCOLN COUNTY MUSEUM,GENERAL MUSEUM,521 S MAIN AVE,FAYETTEVILLE,TN,37334,35.14951,-86.57112,33703,29411
LITTLE PONDEROSA ZOO AND RESCUE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,36.11983,-84.17784,188194,188194
LITTLE RIVER RAILROAD AND LUMBER COMPANY MUSEUM,GENERAL MUSEUM,7747 EAST LAMAR ALEXANDER PARKWAY,TOWNSEND,TN,37803,35.67633,-83.7556,0,0
LITTLE RIVER RAILROAD/LUMBER,GENERAL MUSEUM,,,,,35.67736,-83.76584,0,0
LORRAINE CIVIL RIGHTS MUSEUM,HISTORY MUSEUM,,,,,35.13441,-90.05797,10040803,9170654
LOTZ HOUSE FOUNDATION,HISTORY MUSEUM,,,,,35.91721,-86.87315,178808,154425
LYNN H. WOOD ARCHAEOLOGICAL MUSEUM - INSTITUTE OF ARCHAEOLOGY,GENERAL MUSEUM,,,,,35.04784,-85.04759,,
M. D. ANDERSON PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,35.11788,-89.94308,,
MABEL LARSON GALLERY,ART MUSEUM,,,,,36.53179,-87.35207,,
MABRY-HAZEN HISTORICAL MUSEUM FOUNDATION,HISTORY MUSEUM,,,,,35.94361,-83.98323,72814,72480
MABRY-HAZEN HOUSE,HISTORIC PRESERVATION,,,,,35.97162,-83.90258,,
MACON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.53907,-86.01366,4897,4345
MALLORY-NEELY HOUSE,HISTORIC PRESERVATION,652 ADAMS AVENUE,MEMPHIS,TN,38111,35.14554,-90.03974,,
MARBLE SPRINGS,GENERAL MUSEUM,,,,,35.89961,-83.85518,88024,86333
MARGARET FORT TRAHERN GALLERY,ART MUSEUM,,,,,36.53179,-87.35207,,
MARSHALL COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.46627,-86.7809,0,0
MATT GARDNER HOMESTEAD MUSEUM,HISTORY MUSEUM,,,,,35.04768,-86.86869,0,0
MAURY COUNTY HISTORICAL BENEFIT ASSOCIATION,HISTORIC PRESERVATION,,,,,35.61562,-87.04233,53415,26186
MAXWELL ACADEMY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,36.5074,-82.84587,0,0
MCCLUNG MUSEUM OF NATURAL HISTORY AND CULTURE,NATURAL HISTORY MUSEUM,,,,,35.95324,-83.93499,,
MCMINN COUNTY LIVING HERITAGE MUSEUM,GENERAL MUSEUM,,,,,35.4393,-84.59233,,
MCMINNVILLE HERITAGE PRESERVATION,HISTORIC PRESERVATION,,,,,35.62703,-85.86539,2200,2200
MCNAIRY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.17082,-88.59288,0,0
MCNAIRY COUNTY MUSEUM,GENERAL MUSEUM,,,,,35.17082,-88.59288,,
MEIGS COUNTY HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,35.51455,-84.78448,,
MEIGS COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,200 SMITH AVE,DECATUR,TN,37322,35.51455,-84.78448,0,0
MEMPHIS AMATEUR SPORTS HALL OF FAME,GENERAL MUSEUM,,,,,35.1694,-89.77732,0,0
MEMPHIS BELLE MEMORIAL ASSOCIATION,GENERAL MUSEUM,8101 HORNET AVE,HANGAR N-7 MILLINGTON,TN,38128,35.21927,-89.92536,11000,11000
MEMPHIS BOTANIC GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,35.10751,-89.91858,7896816,5441269
MEMPHIS BROOKS MUSEUM DECORATIVE ARTS TRUST,ART MUSEUM,,,,,35.14414,-90.01433,86543,84449
MEMPHIS BROOKS MUSEUM OF ART,ART MUSEUM,,,,,35.14238,-89.99601,5027146,4261026
MEMPHIS COTTON MAKERS JUBILEE MUSEUM,GENERAL MUSEUM,,,,,35.12539,-90.02261,0,0
MEMPHIS HERITAGE,HISTORIC PRESERVATION,,,,,35.13644,-89.98506,127324,112689
MEMPHIS PINK PALACE MUSEUM,GENERAL MUSEUM,,,,,35.12365,-89.96018,3355348,2337920
MEMPHIS RAILROAD AND TROLLEY MUSEUM,HISTORIC PRESERVATION,,,,,35.13253,-90.05909,0,0
MEMPHIS ROCK-N-SOUL,GENERAL MUSEUM,,,,,35.14889,-90.05008,876719,740749
MEMPHIS TRANSPORTATION MUSEUM,GENERAL MUSEUM,,,,,35.19249,-89.63337,0,0
MEMPHIS ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,35.15132,-89.99841,18356207,16795174
MID-SOUTH LIVE STEAMERS,GENERAL MUSEUM,1048 MAURY COUNTY PARK DR,COLUMBIA,TN,37064,35.61423,-87.08883,0,0
MID-TENNESSEE GEM & MINERAL SOCIETY,NATURAL HISTORY MUSEUM,,,,,35.83526,-86.39296,0,0
MIDDLE TENNESSEE MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,816 OLD SALEM ROAD,MURFREESBORO,TN,37153,35.83605,-86.40288,9564,9564
MILITARY MEMORIAL MUSEUM OF UPPER CUMBERLAND,GENERAL MUSEUM,,,,,35.94784,-85.02629,0,0
MILLIGAN ART GALLERY,ART MUSEUM,,,,,36.3023,-82.296,41596456,41596456
MISSISSIPPI RIVER MUSEUM,GENERAL MUSEUM,,,,,35.14892,-90.05287,,
MITCHELL MUSEUM,GENERAL MUSEUM,404 S JACKSON ST,TULLAHOMA,TN,37388,35.35693,-86.20725,420459,361940
MONROE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.67191,-84.26615,0,0
MONTEREY DEPOT HISTORICAL SOCIETY,HISTORIC PRESERVATION,ONE EAST DEPOT ST,MONTEREY,TN,38574,36.1453,-85.26578,0,0
MONTGOMERY COUNTRY HISTORIAL SOCIETY,HISTORIC PRESERVATION,189 10TH STREET,CLARKSVILLE,TN,37041,36.52794,-87.34614,0,0
MOORE COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,101 MAIN STREET,LYNCHBURG,TN,37352,35.28266,-86.37216,0,0
MT PLEASANT MAURY MUSEUM OF LOCAL HISTORY,GENERAL MUSEUM,,,,,35.53407,-87.20757,0,0
MUSE KNOXVILLE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,516 NORTH BEAMAN STREET,KNOXVILLE,TN,37914,35.99683,-83.88477,,
MUSEUM AT MOUNTAIN HOME,HISTORY MUSEUM,4TH STREET BUILDING #34 VA MED CTR CAMPUS,JOHNSON CITY,TN,37684,36.3067,-82.37744,0,0
MUSEUM CENTER AT 5 POINTS,GENERAL MUSEUM,,,,,35.15419,-84.87965,,
MUSEUM OF AMERICAN MILITARY ARTIFACTS,GENERAL MUSEUM,,,,,36.03654,-86.78472,0,0
MUSEUM OF ANCIENT BRICK,GENERAL MUSEUM,3015 BRISTOL HWY,JOHNSON CITY,TN,37602,36.3603,-82.38428,,
MUSEUM OF APPALACHIA,GENERAL MUSEUM,,,,,36.19449,-84.07069,873734,667984
MUSEUM OF AVIATORS,GENERAL MUSEUM,,,,,36.37588,-86.40304,,
MUSEUM OF EAST TENNESSEE HISTORY,HISTORIC PRESERVATION,601 S GAY ST,KNOXVILLE,TN,37901,35.96422,-83.91779,1243545,741573
MUSEUM OF FLIGHT HIXSON,GENERAL MUSEUM,,,,,35.19075,-85.17265,0,0
MUSEUM OF POWER & INDUSTRY AT FALLS MILL,GENERAL MUSEUM,,,,,35.09263,-86.27175,,
MUSEUM OF POWER AND INDUSTRY,HISTORY MUSEUM,,,,,35.09263,-86.27175,0,0
MUSEUM OF THE CHEROKEE INDIAN,GENERAL MUSEUM,576 HIGHWAY 360,VONORE,TN,37885,35.5585,-84.18483,287802,259822
MUSIC VALLEY CAR MUSEUM,GENERAL MUSEUM,,,,,36.21718,-86.69658,,
MUSICIANS HALL OF FAME AND MUSEUM,GENERAL MUSEUM,,,,,36.15824,-86.78337,,
MUSICIANS HALL OF FAME MUSEUM AND SCHOOL OF MUSIC,GENERAL MUSEUM,417 4TH AVE N,NASHVILLE,TN,37203,36.1653,-86.7801,,
NASHVILLE CHATTANOOGA AND ST LOUIS RAILWAY PRESERVATION SOCIETY,HISTORY MUSEUM,,,,,36.33548,-86.72187,0,0
NASHVILLE METROPOLITAN BOARD OF PARKS AND RECREATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",4187 OLD HICKORY BLVD,NASHVILLE,TN,37218,36.15542,-86.92077,,
NASHVILLE TOY MUSEUM,GENERAL MUSEUM,,,,,36.15952,-86.78239,,
NASHVILLE ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,36.09227,-86.73578,16713523,15042510
NATHANAEL GREENE MUSEUM,GENERAL MUSEUM,,,,,36.16052,-82.83265,87976,78956
NATIONAL BIRD DOG MUSEUM,GENERAL MUSEUM,,,,,35.05046,-89.17341,,
NATIONAL MEDAL OF HONOR MUSEUM,GENERAL MUSEUM,NORTHGATE MALL,CHATTANOOGA,TN,37401,35.11689,-85.28419,31318,28060
NATIONAL MUSEUM OF AFRICAN AMERICAN MUSIC,HISTORY MUSEUM,,,,,36.15732,-86.79303,364609,364609
NATIONAL ORNAMENTAL METAL MUSEUM,ART MUSEUM,,,,,35.12363,-90.07507,1164192,975978
NETHERLAND INN EXCHANGE PLACE ASSOCIATION,HISTORIC PRESERVATION,4812 OREBANK ROAD,KINGSPORT,TN,37662,36.54372,-82.48465,86703,86703
NEWPORT COCKE COUNTY MUSEUM,GENERAL MUSEUM,,,,,35.93026,-83.19799,43,43
NICHOLAS GIBBS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.15127,-83.76428,0,0
NOLENSVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,7248 NOLENSVILLE RD,NOLENSVILLE,TN,37135,35.95704,-86.67175,0,0
NORRIS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.19449,-84.07069,,
NORTH CHICKAMAUGA CREEK CONSERVANCY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",5051 GANN STORE RD,CHATTANOOGA,TN,37343,35.12636,-85.21375,93580,93580
O'BRIEN ART GALLERY,ART MUSEUM,,,,,35.8828,-84.61724,,
OAK RIDGE COMMUNITY ART CENTER,ART MUSEUM,201 BADGER AVE,OAK RIDGE,TN,37831,36.01082,-84.26545,170721,170721
OAKLANDS HISTORIC SITE,HISTORIC PRESERVATION,,,,,35.8541,-86.38547,,
OAKLANDS MUSEUM,HISTORIC PRESERVATION,PO BOX 432,MURFREESBORO,TN,37133,35.83526,-86.39296,226763,172701
OBED WILD & SCENIC RIVER COLLECTIONS,HISTORIC PRESERVATION,,,,,36.08741,-84.56165,,
OBION COUNTY MUSEUM,GENERAL MUSEUM,1004 EDWARDS ST,UNION CITY,TN,38281,36.41754,-89.04726,,
OKLAHOMA HISTORICAL SOCIETY ARCHIVES,HISTORIC PRESERVATION,,,,,35.52023,-84.36342,0,0
OLD GLADE ANTIQUE TRACTOR ASSOCATION,HISTORY MUSEUM,,,,,36.59135,-82.19199,0,0
OLD JAIL MUSEUM,HISTORY MUSEUM,,,,,35.19067,-86.13233,0,0
OLD SMOKY RAILWAY MUSEUM,GENERAL MUSEUM,306 W DEPORT STREET,KNOXVILLE,TN,37901,35.96101,-83.91842,0,0
OLIVER SPRINGS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.03041,-84.35977,0,0
OMEGA GALLERY,ART MUSEUM,,,,,36.11267,-83.47903,58514913,58514913
OMNI CHURCH MUSEUM ASSOCIATION,GENERAL MUSEUM,,,,,35.13217,-90.05473,,
OSCAR L FARRIS AGRICULTURAL MUSEUM,GENERAL MUSEUM,,,,,36.06486,-86.75145,39671,39671
OVERTON COUNTY HISTORICAL MUSEUM,HISTORIC PRESERVATION,,,,,36.38288,-85.32726,4454,4454
OVERTON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.38424,-85.3274,0,0
OWL'S HILL NATURE SANCTUARY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",545 BEECH CREEK ROAD SOUTH,BRENTWOOD,TN,37027,36.02171,-86.86306,,
PALMERVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.42548,-88.59073,0,0
PARIS-HENRY COUNTY HERITAGE CENTER,GENERAL MUSEUM,614 NORTH POPLAR STREET,PARIS,TN,38242,36.3075,-88.32532,68759,61284
PARKERS CROSSROADS BATTLEFIELD ASSOCIATION,HISTORIC PRESERVATION,,,,,35.76486,-88.39467,0,0
PARTHENON,GENERAL MUSEUM,2500 WEST END AVENUE,NASHVILLE,TN,37219,36.14663,-86.80926,,
PERRY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,104 COLLEGE AVENUE,LINDEN,TN,37096,35.60929,-87.8423,0,0
PHOTOGRAPHIC GALLERY,ART MUSEUM,,,,,35.84345,-86.37048,,
PICKETT COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,36.58862,-85.19106,1060,1060
PINK PALACE FAMILY OF MUSEUMS,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,3050 CENTRAL AVENUE,MEMPHIS,TN,38111,35.12365,-89.96018,,
PIONEER HALL MUSEUM,HISTORY MUSEUM,,,,,35.97689,-85.19744,0,0
PLEASANT HILL HISTORICAL SOCIETY OF THE CUMBERLANDS,HISTORIC PRESERVATION,MAIN STREET,PLEASANT HILL,TN,38578,35.97689,-85.19744,0,0
POLK COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,35.17852,-84.63937,0,0
POWER HOUSE MEMPHIS,HISTORIC PRESERVATION,,,,,35.13274,-90.06018,,
PRESERVATION OF EAST MAIN AND SURROUNDINGS,HISTORIC PRESERVATION,,,,,35.61393,-88.80918,0,0
